FID,OBJECTID,Texto,Poblacion,CodMun,Municipio,CodProvin,Provincia,X,Y
570,571,Bermeo,17026.0,48017,Bermeo,48,Vizcaya,-2.72254057,43.4202585541
571,572,Bilbao,353187.0,48020,Bilbao,48,Vizcaya,-2.92390606,43.2572195651
572,573,Durango,28261.0,48027,Durango,48,Vizcaya,-2.630903952,43.1679872041
573,574,Ermua,16196.0,48034,Ermua,48,Vizcaya,-2.502333029,43.1860844461
574,575,Kurtzea,29254.0,48036,Galdakao,48,Vizcaya,-2.832286169,43.2372031931
575,576,Algorta,80277.0,48044,Getxo,48,Vizcaya,-3.0180508,43.3627417171
576,577,Gernika-Lumo,16295.0,48046,Gernika-Lumo,48,Vizcaya,-2.681464359,43.3145196501
577,578,Leioa,30262.0,48054,Leioa,48,Vizcaya,-2.986390223,43.3279755931
578,579,Mungia,16527.0,48069,Mungia,48,Vizcaya,-2.847696578,43.3540594661
579,580,Portugalete,47856.0,48078,Portugalete,48,Vizcaya,-3.023069638,43.3182674261
580,581,Valle de Trápaga/Trapagaran,12317.0,48080,Valle de Trápaga-Trapagaran,48,Vizcaya,-3.037429094,43.3050540401
581,582,Santurtzi,47101.0,48082,Santurtzi,48,Vizcaya,-3.038698589,43.3240082391
582,583,Sestao,29224.0,48084,Sestao,48,Vizcaya,-3.006629605,43.3111378201
583,584,Sopelana,12527.0,48085,Sopelana,48,Vizcaya,-2.995747679,43.3867308851
584,585,Altzaga,24294.0,48902,Erandio,48,Vizcaya,-2.953707239,43.3073013371
585,586,Benavente,19100.0,49021,Benavente,49,Zamora,-5.680069119,42.0017290181
586,587,Zamora,65998.0,49275,Zamora,49,Zamora,-5.754948307,41.4991395581
587,588,Calatayud,21717.0,50067,Calatayud,50,Zaragoza,-1.644726373,41.3543193071
588,589,Ejea de los Caballeros,17344.0,50095,Ejea de los Caballeros,50,Zaragoza,-1.137781444,42.1290562221
589,590,Tarazona,11131.0,50251,Tarazona,50,Zaragoza,-1.725186418,41.9026481311
590,591,Utebo,17999.0,50272,Utebo,50,Zaragoza,-0.994461484,41.7150687391
591,592,Zaragoza,675121.0,50297,Zaragoza,50,Zaragoza,-0.879286519,41.6564565471
592,593,Ceuta,80579.0,51001,Ceuta,51,Ceuta,-5.322731616,35.8888018841
593,594,Benissa,13369.0,03041,Benissa,03,Alacant/Alicante,0.0504335830001,38.7151968961
594,595,Calp,29909.0,03047,Calp,03,Alacant/Alicante,0.0445380890001,38.6452626051
595,596,Dénia,44498.0,03063,Dénia,03,Alacant/Alicante,0.106607837,38.8412267671
596,597,Jávea/Xàbia,31909.0,03082,Jávea/Xàbia,03,Alacant/Alicante,0.138375121,38.7556286651
597,598,Teulada,14778.0,03128,Teulada,03,Alacant/Alicante,0.138910948,38.7047389311
598,599,Alcúdia,19112.0,07003,Alcúdia,07,Illes Balears,3.120521675,39.8513323211
599,600,Andratx,11682.0,07005,Andratx,07,Illes Balears,2.421667376,39.5769856641
600,601,Calvià,51462.0,07011,Calvià,07,Illes Balears,2.502482811,39.5658891991
601,602,Capdepera,11929.0,07014,Capdepera,07,Illes Balears,3.433358317,39.7027208271
602,603,Ciutadella,29247.0,07015,Ciutadella de Menorca,07,Illes Balears,3.837940369,40.0019194111
603,604,Felanitx,18225.0,07022,Felanitx,07,Illes Balears,3.149175148,39.4687249331
604,605,Eivissa,49516.0,07026,Eivissa,07,Illes Balears,1.436217501,38.9066693141
605,606,Inca,29321.0,07027,Inca,07,Illes Balears,2.911967467,39.7211852781
606,607,Llucmajor,36681.0,07031,Llucmajor,07,Illes Balears,2.890301654,39.4907550081
607,608,Maó,29050.0,07032,Maó,07,Illes Balears,4.265465546,39.8875221771
608,609,Manacor,40859.0,07033,Manacor,07,Illes Balears,3.209521362,39.5688908091
609,610,La Cabaneta,33883.0,07036,Marratxí,07,Illes Balears,2.753079475,39.6416301371
610,611,Palma,404681.0,07040,Palma,07,Illes Balears,2.651816979,39.5711469881
611,612,Pollença,16981.0,07042,Pollença,07,Illes Balears,3.015753529,39.8774957791
612,613,Sa Pobla,12831.0,07044,Sa Pobla,07,Illes Balears,3.023399113,39.7700322141
613,614,Sant Antoni de Portmany,22136.0,07046,Sant Antoni de Portmany,07,Illes Balears,1.304170326,38.9808747251
614,615,Sant Josep de sa Talaia,22871.0,07048,Sant Josep de sa Talaia,07,Illes Balears,1.29287595,38.9218809331
615,616,Santa Eulalia del Río,32637.0,07054,Santa Eulalia del Río,07,Illes Balears,1.514283262,38.9551026771
616,617,Santa Margalida,11626.0,07055,Santa Margalida,07,Illes Balears,3.101272124,39.7030897191
617,618,Santanyí,12823.0,07057,Santanyí,07,Illes Balears,3.129444465,39.3545032751
618,619,Sóller,14075.0,07061,Sóller,07,Illes Balears,2.714137672,39.7644572951
619,620,Son Servera,12286.0,07062,Son Servera,07,Illes Balears,3.360063372,39.6204387731
620,621,Arenys de Mar,14688.0,08006,Arenys de Mar,08,Barcelona,2.549538673,41.5805566451
621,622,Argentona,11718.0,08009,Argentona,08,Barcelona,2.400733043,41.5541460481
622,623,Badalona,218886.0,08015,Badalona,08,Barcelona,2.246253678,41.4526248091
623,624,Barcelona,1619337.0,08019,Barcelona,08,Barcelona,2.176349275,41.3842466401
624,625,Berga,17161.0,08022,Berga,08,Barcelona,1.844024703,42.1032887381
625,626,Caldes de Montbui,17019.0,08033,Caldes de Montbui,08,Barcelona,2.164880782,41.6312171821
626,627,Calella,18625.0,08035,Calella,08,Barcelona,2.658074349,41.6137867571
627,628,Canet de Mar,13915.0,08040,Canet de Mar,08,Barcelona,2.58263796,41.5896339821
628,629,Canovelles,16076.0,08041,Canovelles,08,Barcelona,2.282879959,41.6173948111
629,630,Cardedeu,16897.0,08046,Cardedeu,08,Barcelona,2.356439814,41.6385734511
630,631,Castellar del Vallès,23129.0,08051,Castellar del Vallès,08,Barcelona,2.085805163,41.6180777601
631,632,Castellbisbal,12223.0,08054,Castellbisbal,08,Barcelona,1.980461765,41.4748609411
632,633,Castelldefels,62250.0,08056,Castelldefels,08,Barcelona,1.976806411,41.2787734251
633,634,Corbera de Llobregat,14000.0,08072,Corbera de Llobregat,08,Barcelona,1.929147386,41.4148113291
634,635,Cornellà de Llobregat,87240.0,08073,Cornellà de Llobregat,08,Barcelona,2.070132024,41.3554693371
635,636,Cubelles,13995.0,08074,Cubelles,08,Barcelona,1.6728148,41.2087257041
636,637,Esparreguera,22042.0,08076,Esparreguera,08,Barcelona,1.868846928,41.5412373521
637,638,Esplugues de Llobregat,46649.0,08077,Esplugues de Llobregat,08,Barcelona,2.084089505,41.3721189441
638,639,Corró d'Avall,18114.0,08086,Les Franqueses del Vallès,08,Barcelona,2.297159205,41.6177892391
639,640,La Garriga,15069.0,08088,La Garriga,08,Barcelona,2.286579406,41.6858173841
640,641,Gavà,46383.0,08089,Gavà,08,Barcelona,2.003299044,41.3033166571
641,642,Granollers,59691.0,08096,Granollers,08,Barcelona,2.286176998,41.6079308441
642,643,L'Hospitalet de Llobregat,258642.0,08101,L'Hospitalet de Llobregat,08,Barcelona,2.101382868,41.3597705081
643,644,Igualada,39149.0,08102,Igualada,08,Barcelona,1.618283886,41.5789508151
644,645,La Llagosta,13713.0,08105,La Llagosta,08,Barcelona,2.19120729,41.5139876631
645,646,Lliçà d'Amunt,14356.0,08107,Lliçà d'Amunt,08,Barcelona,2.238316483,41.6109835891
646,647,Malgrat de Mar,18596.0,08110,Malgrat de Mar,08,Barcelona,2.742167214,41.6463403911
647,648,Manlleu,20450.0,08112,Manlleu,08,Barcelona,2.285028177,42.0011267031
648,649,Manresa,76209.0,08113,Manresa,08,Barcelona,1.827210264,41.7219959431
649,650,Martorell,26815.0,08114,Martorell,08,Barcelona,1.919125494,41.4780031671
650,651,El Masnou,22536.0,08118,El Masnou,08,Barcelona,2.316489776,41.4794375791
651,652,Mataró,122905.0,08121,Mataró,08,Barcelona,2.446580616,41.5408468931
652,653,Molins de Rei,24236.0,08123,Molins de Rei,08,Barcelona,2.017369078,41.4132110961
653,654,Mollet del Vallès,52459.0,08124,Mollet del Vallès,08,Barcelona,2.213491185,41.5392455551
654,655,Montcada,33656.0,08125,Montcada i Reixac,08,Barcelona,2.187963752,41.4868076671
655,656,Montgat,10584.0,08126,Montgat,08,Barcelona,2.282541849,41.4678543701
656,657,Montornès del Vallès,15790.0,08136,Montornès del Vallès,08,Barcelona,2.265310712,41.5430110451
657,658,Olesa de Montserrat,23646.0,08147,Olesa de Montserrat,08,Barcelona,1.8938611,41.5458400461
658,659,Palau-solità i Plegamans,14190.0,08156,Palau-solità i Plegamans,08,Barcelona,2.180682323,41.5873942131
659,660,Pallejà,11263.0,08157,Pallejà,08,Barcelona,1.996106615,41.4241248351
660,661,Parets del Vallès,17805.0,08159,Parets del Vallès,08,Barcelona,2.234477229,41.5732903521
661,662,Piera,14576.0,08161,Piera,08,Barcelona,1.747099851,41.5207993631
662,663,Pineda de Mar,25893.0,08163,Pineda de Mar,08,Barcelona,2.689665521,41.6287646991
663,664,El Prat de Llobregat,63434.0,08169,El Prat de Llobregat,08,Barcelona,2.092623601,41.3309584761
664,665,Premià de Mar,27802.0,08172,Premià de Mar,08,Barcelona,2.356621251,41.4896047031
665,666,Ripollet,37151.0,08180,Ripollet,08,Barcelona,2.155175944,41.4970833251
666,667,La Roca del Vallès,10291.0,08181,La Roca del Vallès,08,Barcelona,2.325426958,41.5865867651
667,668,Rubí,73591.0,08184,Rubí,08,Barcelona,2.030032523,41.4917369481
668,669,Sabadell,207338.0,08187,Sabadell,08,Barcelona,2.107789936,41.5469589841
669,670,Sant Adrià de Besòs,34104.0,08194,Sant Adrià de Besòs,08,Barcelona,2.214475686,41.4340279361
670,671,Sant Andreu de la Barca,26682.0,08196,Sant Andreu de la Barca,08,Barcelona,1.975239245,41.4467565931
671,672,Sant Andreu de Llavaneres,10303.0,08197,Sant Andreu de Llavaneres,08,Barcelona,2.482471636,41.5742770651
672,673,Sant Boi de Llobregat,82411.0,08200,Sant Boi de Llobregat,08,Barcelona,2.041821158,41.3425371011
673,674,Sant Celoni,16905.0,08202,Sant Celoni,08,Barcelona,2.489840396,41.6897173981
674,675,Sant Cugat del Vallès,81745.0,08205,Sant Cugat del Vallès,08,Barcelona,2.085264717,41.4734540291
675,676,Sant Feliu de Llobregat,43112.0,08211,Sant Feliu de Llobregat,08,Barcelona,2.045794273,41.3807437501
676,677,Sant Joan Despí,32338.0,08217,Sant Joan Despí,08,Barcelona,2.055420545,41.3675640161
677,678,Sant Joan de Vilatorrada,10856.0,08218,Sant Joan de Vilatorrada,08,Barcelona,1.806663931,41.7447609031
678,679,Vilassar de Mar,19574.0,08219,Vilassar de Mar,08,Barcelona,2.391818617,41.5034515431
679,680,Sant Just Desvern,15923.0,08221,Sant Just Desvern,08,Barcelona,2.076096681,41.3860258841
680,681,Sant Pere de Ribes,28399.0,08231,Sant Pere de Ribes,08,Barcelona,1.771962918,41.2606931111
681,682,Sant Quirze del Vallès,18702.0,08238,Sant Quirze del Vallès,08,Barcelona,2.080981948,41.5332912391
682,683,Sant Sadurní d'Anoia,12323.0,08240,Sant Sadurní d'Anoia,08,Barcelona,1.790068765,41.4247105021
683,684,Santa Coloma de Gramenet,120060.0,08245,Santa Coloma de Gramenet,08,Barcelona,2.2121554,41.4536573041
684,685,Barberà del Vallès,31688.0,08252,Barberà del Vallès,08,Barcelona,2.126594245,41.5172533861
685,686,Santa Perpètua de Mogoda,25191.0,08260,Santa Perpètua de Mogoda,08,Barcelona,2.179048335,41.5354379551
686,687,Sant Vicenç dels Horts,28024.0,08263,Sant Vicenç dels Horts,08,Barcelona,2.010656005,41.3927246371
687,688,Cerdanyola del Vallès,58407.0,08266,Cerdanyola del Vallès,08,Barcelona,2.139892599,41.4913405401
688,689,Sitges,28130.0,08270,Sitges,08,Barcelona,1.80568423,41.2371694381
689,690,Terrassa,212724.0,08279,Terrassa,08,Barcelona,2.012151409,41.5623634551
690,691,Tordera,15641.0,08284,Tordera,08,Barcelona,2.719251903,41.6999252431
691,692,Torelló,13944.0,08285,Torelló,08,Barcelona,2.263344887,42.0469146391
692,693,Vic,40422.0,08298,Vic,08,Barcelona,2.255735688,41.9283835351
693,694,Viladecans,64077.0,08301,Viladecans,08,Barcelona,2.018247154,41.3173252871
694,695,Vilanova del Camí,12644.0,08302,Vilanova del Camí,08,Barcelona,1.639322129,41.5716178731
695,696,Vilafranca del Penedès,38218.0,08305,Vilafranca del Penedès,08,Barcelona,1.69773475,41.3472119651
696,697,Vilanova i la Geltrú,66532.0,08307,Vilanova i la Geltrú,08,Barcelona,1.723827973,41.2272197781
697,698,Badia del Vallès,13703.0,08904,Badia del Vallès,08,Barcelona,2.1146554,41.5077405861
698,699,Benicarló,26616.0,12027,Benicarló,12,Castelló/Castellón,0.423951182,40.4188902201
699,700,Benicasim/Benicàssim,18206.0,12028,Benicasim/Benicàssim,12,Castelló/Castellón,0.0647391000001,40.0553659731
700,701,Oropesa del Mar/Orpesa,10787.0,12085,Oropesa del Mar/Orpesa,12,Castelló/Castellón,0.134073021,40.0923664101
701,702,Vinaròs,28291.0,12138,Vinaròs,12,Castelló/Castellón,0.474862545,40.4709256881
702,703,Banyoles,18780.0,17015,Banyoles,17,Girona,2.769469896,42.1205913691
703,704,La Bisbal d'Empordà,10397.0,17022,La Bisbal d'Empordà,17,Girona,3.038286372,41.9601301761
704,705,Blanes,40010.0,17023,Blanes,17,Girona,2.79229296,41.6759215631
705,706,Calonge,10789.0,17034,Calonge,17,Girona,3.073144834,41.8622879861
706,707,Castelló d'Empúries,12220.0,17047,Castelló d'Empúries,17,Girona,3.076300649,42.2596113561
707,708,Platja d'Aro,10445.0,17048,Castell-Platja d'Aro,17,Girona,3.06798443,41.8142660591
708,709,L'Escala,10387.0,17062,L'Escala,17,Girona,3.132996088,42.1246723481
709,710,Figueres,44255.0,17066,Figueres,17,Girona,2.960278046,42.2678358951
710,711,Girona,96236.0,17079,Girona,17,Girona,2.824118991,41.9818607451
711,712,Lloret de Mar,39794.0,17095,Lloret de Mar,17,Girona,2.847395069,41.6995794351
712,713,Olot,33589.0,17114,Olot,17,Girona,2.488165594,42.1818379291
713,714,Palafrugell,22622.0,17117,Palafrugell,17,Girona,3.163977639,41.9171815871
714,715,Palamós,18057.0,17118,Palamós,17,Girona,3.12865803,41.8467467501
715,716,Ripoll,10991.0,17147,Ripoll,17,Girona,2.190826129,42.2012735111
716,717,Roses,20418.0,17152,Roses,17,Girona,3.178308988,42.2618298631
717,718,Salt,30304.0,17155,Salt,17,Girona,2.781412348,41.9743751271
718,719,Sant Feliu de Guíxols,21975.0,17160,Sant Feliu de Guíxols,17,Girona,3.028695337,41.7804256371
719,720,Santa Coloma de Farners,11948.0,17180,Santa Coloma de Farners,17,Girona,2.663116241,41.8635130411
720,721,Torroella de Montgrí,11522.0,17199,Torroella de Montgrí,17,Girona,3.126215961,42.0433251301
721,722,Barbastro,17080.0,22048,Barbastro,22,Huesca,0.122462053,42.0366272661
722,723,Fraga,14539.0,22112,Fraga,22,Huesca,0.348974303,41.5222114861
723,724,Monzón,17115.0,22158,Monzón,22,Huesca,0.1946465,41.9103117111
724,725,Balaguer,16766.0,25040,Balaguer,25,Lleida,0.804577949,41.7915228681
725,726,Lleida,137387.0,25120,Lleida,25,Lleida,0.620619343,41.6152735431
726,727,Mollerussa,14733.0,25137,Mollerussa,25,Lleida,0.893915147,41.6296768191
727,728,La Seu d'Urgell,13060.0,25203,La Seu d'Urgell,25,Lleida,1.461979471,42.3577088491
728,729,Tàrrega,17189.0,25217,Tàrrega,25,Lleida,1.139354294,41.6465845191
729,730,Alcanar,10545.0,43004,Alcanar,43,Tarragona,0.48110591,40.5439691251
730,731,Amposta,21365.0,43014,Amposta,43,Tarragona,0.57831025,40.7103883021
731,732,Calafell,24423.0,43037,Calafell,43,Tarragona,1.568348582,41.2017175701
732,733,Cambrils,32422.0,43038,Cambrils,43,Tarragona,1.051797777,41.0744516971
733,734,Cunit,12464.0,43051,Cunit,43,Tarragona,1.634060678,41.1978679921
734,735,Mont-roig del Camp,12193.0,43092,Mont-roig del Camp,43,Tarragona,0.95911492,41.0877731821
735,736,Reus,106622.0,43123,Reus,43,Tarragona,1.109861177,41.1541072501
736,737,Sant Carles de la Ràpita,15583.0,43136,Sant Carles de la Ràpita,43,Tarragona,0.59230274,40.6195715901
737,738,Tarragona,140184.0,43148,Tarragona,43,Tarragona,1.258421903,41.1191028641
738,739,Torredembarra,15406.0,43153,Torredembarra,43,Tarragona,1.395579225,41.1450812741
739,740,Tortosa,34473.0,43155,Tortosa,43,Tarragona,0.525006308,40.8110214591
740,741,Valls,25158.0,43161,Valls,43,Tarragona,1.247384197,41.2838885031
741,742,El Vendrell,36068.0,43163,El Vendrell,43,Tarragona,1.535013675,41.2204306771
742,743,Vila-seca,21373.0,43171,Vila-seca,43,Tarragona,1.145197661,41.1109233161
743,744,Deltebre,12098.0,43901,Deltebre,43,Tarragona,0.738443695,40.7173027601
744,745,Salou,27016.0,43905,Salou,43,Tarragona,1.131979613,41.0768506821
745,746,Abrera,11469.0,08001,Abrera,08,Barcelona,1.902210177,41.5179435221
746,747,Premià de Dalt,10064.0,08230,Premià de Dalt,08,Barcelona,2.341580447,41.5080204521
747,748,Vallirana,14200.0,08295,Vallirana,08,Barcelona,1.931076488,41.3854293161
748,749,Villena,34968.0,03140,Villena,03,Alacant/Alicante,-0.861383427,38.6296380991
749,750,Melilla,76034.0,52001,Melilla,52,Melilla,-2.945015817,35.2875921581
750,751,San Bartolomé de Tirajana,53288.0,35019,San Bartolomé de Tirajana,35,Las Palmas,-15.571382596,27.9240013752
751,752,Trobajo del Camino,21231.0,24142,San Andrés del Rabanedo,24,León,-5.607308064,42.5964108861
752,753,Carrizal,12429.0,35011,Ingenio,35,Las Palmas,-15.409032532,27.9118061142
753,754,Corralejo,14425.0,35014,La Oliva,35,Las Palmas,-13.869406353,28.7381572022
754,755,Tamaraceite,25171.0,35016,Las Palmas de Gran Canaria,35,Las Palmas,-15.476377117,28.0976755092
755,756,Tafira,12698.0,35016,Las Palmas de Gran Canaria,35,Las Palmas,-15.457563067,28.0649977052
756,757,Playa Honda,10220.0,35018,San Bartolomé,35,Las Palmas,-13.591042187,28.9543917462
757,758,San Fernando,18823.0,35019,San Bartolomé de Tirajana,35,Las Palmas,-15.586616392,27.7703395782
758,759,Cruce de Sardina,24514.0,35022,Santa Lucía de Tirajana,35,Las Palmas,-15.430663781,27.8568541872
759,760,El Doctoral,15012.0,35022,Santa Lucía de Tirajana,35,Las Palmas,-15.454504556,27.8321129352
760,761,Vecindario,11583.0,35022,Santa Lucía de Tirajana,35,Las Palmas,-15.44685305,27.8417270442
761,762,Valle de Jinámar,15768.0,35026,Telde,35,Las Palmas,-15.414048058,28.0277907092
762,763,Puerto del Carmen,11160.0,35028,Tías,35,Las Palmas,-13.668735946,28.9249904172
763,764,Playa Blanca,10759.0,35034,Yaiza,35,Las Palmas,-13.83011622,28.8637247282
764,765,Playa de las Américas,18562.0,38001,Adeje,38,Santa Cruz de Tenerife,-16.729435783,28.0680704332
765,766,Los Cristianos,19383.0,38006,Arona,38,Santa Cruz de Tenerife,-16.71679841,28.0538272802
766,767,San Isidro,18371.0,38017,Granadilla de Abona,38,Santa Cruz de Tenerife,-16.560838523,28.0756116212
767,768,La Cuesta,25393.0,38023,San Cristóbal de La Laguna,38,Santa Cruz de Tenerife,-16.287060445,28.4696104782
768,769,Taco,23054.0,38023,San Cristóbal de La Laguna,38,Santa Cruz de Tenerife,-16.298222868,28.4469408352
769,770,El Sobradillo,14094.0,38038,Santa Cruz de Tenerife,38,Santa Cruz de Tenerife,-16.325894508,28.4401194102
770,771,Costa Oeste,11628.0,11027,El Puerto de Santa María,11,Cádiz,-6.267778189,36.6028192401
771,772,Bonanza,10260.0,11032,Sanlúcar de Barrameda,11,Cádiz,-6.334164013,36.8014206271
772,773,O Milladoiro,11359.0,15002,Ames,15,A Coruña,-8.577553064,42.8440302491
773,774,Mutxamel,23066.0,03090,Mutxamel,03,Alacant/Alicante,-0.445223313,38.4136839551
774,775,Orihuela Costa,29263.0,03099,Orihuela,03,Alacant/Alicante,-0.7551347,37.9044722681
775,776,Aguadulce,14636.0,04079,Roquetas de Mar,04,Almería,-2.56398481,36.8165706971
776,777,Santa María del Águila,11059.0,04902,El Ejido,04,Almería,-2.774539753,36.7809195991
777,778,Urbanizaciónes Noroeste,11042.0,28022,Boadilla del Monte,28,Madrid,-3.896958811,40.4316996011
778,779,La Estación,42388.0,28047,Collado Villalba,28,Madrid,-4.011078353,40.6287987581
779,780,Loranca,27955.0,28058,Fuenlabrada,28,Madrid,-3.836714779,40.2991132901
780,781,El Bercial,12814.0,28065,Getafe,28,Madrid,-3.736770766,40.3272703921
781,782,Fortuna,12840.0,28074,Leganés,28,Madrid,-3.780325639,40.3580667391
782,783,Parque Coimbra,10506.0,28092,Móstoles,28,Madrid,-3.922183199,40.3110768581
783,784,Humera-Somosaguas-prado del Rey,14800.0,28115,Pozuelo de Alarcón,28,Madrid,-3.783852545,40.4287643621
784,785,La Partija-Santa Monica,57757.0,28123,Rivas-Vaciamadrid,28,Madrid,-3.543107795,40.3684307661
785,786,Las Matas-Pinar-Monte Rozas,45028.0,28127,Las Rozas de Madrid,28,Madrid,-3.893586724,40.5518416531
786,787,Los Tomillares,12637.0,29007,Alhaurín de la Torre,29,Málaga,-4.554227569,36.6569026641
787,788,Arroyo de la Miel-Benalmadena Costa,52061.0,29025,Benalmádena,29,Málaga,-4.537703781,36.5882138981
788,789,Estacion,11813.0,29038,Cártama,29,Málaga,-4.609799797,36.7360004071
789,790,Campanillas,17349.0,29067,Málaga,29,Málaga,-4.544781159,36.7261172621
790,791,Churriana,18505.0,29067,Málaga,29,Málaga,-4.502411068,36.6675457681
791,792,Nueva Andalucía,14441.0,29069,Marbella,29,Málaga,-4.97536441,36.5006534651
792,793,San Pedro de Alcántara,33891.0,29069,Marbella,29,Málaga,-4.990642211,36.4868792351
793,794,Las Lagunas,41299.0,29070,Mijas,29,Málaga,-4.639863826,36.5377357641
794,795,Calahonda-Chaparral,25364.0,29070,Mijas,29,Málaga,-4.738797147,36.4862083531
795,796,La Cala del Moral,12595.0,29082,Rincón de la Victoria,29,Málaga,-4.31224762,36.7145024161
796,797,Torrox-Costa,10616.0,29091,Torrox,29,Málaga,-3.96383915,36.7299120491
797,798,Torre del Mar,21368.0,29094,Vélez-Málaga,29,Málaga,-4.096140111,36.7404859691
798,799,Barrio de Peral,15270.0,30016,Cartagena,30,Murcia,-0.991898531,37.6264304581
799,800,San Antonio Abad,24350.0,30016,Cartagena,30,Murcia,-1.001984448,37.6179141681
800,801,Lorca,59683.0,30024,Lorca,30,Murcia,-1.699307542,37.6770013281
801,802,Puerto de Mazarrón,10967.0,30026,Mazarrón,30,Murcia,-1.259213169,37.5660425821
802,803,Romeral,12498.0,30027,Molina de Segura,30,Murcia,-1.206400853,38.0888519001
803,804,Beniaján,11233.0,30030,Murcia,30,Murcia,-1.07199355,37.9749787011
804,805,El Palmar O Lugar de Don Juan,23025.0,30030,Murcia,30,Murcia,-1.154577057,37.9413380911
805,806,Alberca de las Torres,11812.0,30030,Murcia,30,Murcia,-1.140613257,37.9400367661
806,807,Cabezo de Torres,12039.0,30030,Murcia,30,Murcia,-1.121391919,38.0244418891
807,808,Puente Tocinos,15119.0,30030,Murcia,30,Murcia,-1.111644921,37.9896536461
808,809,Corredoria,14511.0,33044,Oviedo,33,Asturias,-5.823922772,43.3848093871
809,810,Lugones/Llugones,12625.0,33066,Siero,33,Asturias,-5.806239748,43.4018214491
810,811,Peñacastillo,15717.0,39075,Santander,39,Cantabria,-3.863961355,43.4481398311
811,812,San Román,12927.0,39075,Santander,39,Cantabria,-3.85846246,43.4700622311
812,813,Campuzano,11236.0,39087,Torrelavega,39,Cantabria,-4.051822691,43.3412125321
813,814,Quinto,34353.0,41038,Dos Hermanas,41,Sevilla,-5.934046403,37.3393472141
814,815,San José de la Rinconada,26357.0,41081,La Rinconada,41,Sevilla,-5.941750217,37.4827741491
815,816,Grau I Platja,13895.0,46131,Gandia,46,València/Valencia,-0.163577409,38.9975762301
816,817,La Cañada,11401.0,46190,Paterna,46,València/Valencia,-0.488274703,39.5253552791
817,818,El Puerto,41406.0,46220,Sagunto/Sagunt,46,València/Valencia,-0.215317915,39.6605655631
818,819,Monte Vedat,11663.0,46244,Torrent,46,València/Valencia,-0.493094447,39.4236591401
819,820,Benimamet-Beniferri,14328.0,46250,Valencia,46,València/Valencia,-0.405382262,39.4962366621
820,821,Las Arenas-Areeta,27010.0,48044,Getxo,48,Vizcaya,-3.013636428,43.3239687531
821,822,Andra Mari,14291.0,48044,Getxo,48,Vizcaya,-3.018087548,43.3617872331
822,823,Astrabudua,10555.0,48902,Erandio,48,Vizcaya,-2.981570657,43.3176646651
823,824,Jávea/Xàbia,31909.0,03082,Jávea/Xàbia,03,Alacant/Alicante,0.162276912,38.7856723761
824,825,Teulada,14778.0,03128,Teulada,03,Alacant/Alicante,0.102307966,38.7291170401
825,826,Santa Ponça,11033.0,07011,Calvià,07,Illes Balears,2.46674498,39.5062618891
826,827,S' Arenal,10242.0,07031,Llucmajor,07,Illes Balears,2.753479985,39.5022681811
827,828,Pont d'inca,18565.0,07036,Marratxí,07,Illes Balears,2.693164278,39.5967342361
828,829,Es Coll De'n Rabassa,10601.0,07040,Palma,07,Illes Balears,2.69628249,39.5494378471
829,830,Sant Agustí,15211.0,07040,Palma,07,Illes Balears,2.599665402,39.5518490921
830,831,Sa Vileta,23356.0,07040,Palma,07,Illes Balears,2.626223647,39.5911343251
831,832,Platja de Palma,11747.0,07040,Palma,07,Illes Balears,2.731277221,39.5292502311
832,833,Santa Eulalia del Río,16514.0,07054,Santa Eulalia del Río,07,Illes Balears,1.529106649,38.9838359781
833,834,Eixample,10545.0,08159,Parets del Vallès,08,Barcelona,2.222966594,41.5589097841
834,835,Mira-Sol,11928.0,08205,Sant Cugat del Vallès,08,Barcelona,2.052823605,41.4666612451
835,836,Les Roquetes,11624.0,08231,Sant Pere de Ribes,08,Barcelona,1.756805514,41.2278514191
836,837,Segur de Calafell,11765.0,43037,Calafell,43,Tarragona,1.608391016,41.1941736391
837,838,Sant Pere I Sant Pau,16137.0,43148,Tarragona,43,Tarragona,1.252698903,41.1390670291
838,839,Torreforta,23443.0,43148,Tarragona,43,Tarragona,1.218093454,41.1189908791
839,840,San Gregorio,13096.0,35026,Telde,35,Las Palmas,-15.425913626,27.9925485812
840,841,Ciudad Quesada,15607.0,03113,Rojales,03,Alacant/Alicante,-0.721333457,38.0678255951
841,842,Marina-Oasis,10196.0,03118,San Fulgencio,03,Alacant/Alicante,-0.692969859,38.1361157611
842,843,Sitio de Calahonda,15136.0,29070,Mijas,29,Málaga,-4.730288924,36.4966529981
843,844,San Cristobal,12790.0,30024,Lorca,30,Murcia,-1.695129378,37.6811821561
844,845,San Jose,11905.0,30024,Lorca,30,Murcia,-1.703196804,37.6685451181
845,846,San Mateo,10746.0,30024,Lorca,30,Murcia,-1.697629478,37.6743961491
846,847,El Carmen,21879.0,30030,Murcia,30,Murcia,-1.130713146,37.9781800411
847,848,Infante Juan Manuel,14192.0,30030,Murcia,30,Murcia,-1.124304406,37.9790332151
848,849,Santa Maria de Gracia,13349.0,30030,Murcia,30,Murcia,-1.202068979,37.9840238301
849,850,Vista Alegre,15208.0,30030,Murcia,30,Murcia,-1.130563853,37.9957145751
850,851,Poligono Sta M de Benquerencia,19177.0,45168,Toledo,45,Toledo,-3.948363664,39.8666989761
851,852,Grao,16367.0,12040,Castellón de la Plana/Castelló de la Plana,12,Castelló/Castellón,0.012911354,39.9735678251

